Year,Datetime,Stage,Stadium,City,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Referee,Assistant 1,Assistant 2,MatchID
2014,18 Jun 2014 - 18:00 ,Group A,Arena Amazonia,Manaus ,Cameroon,0,4,Croatia,PROENCA Pedro (POR),MIRANDA Bertino (POR),TRIGO Jose (POR),300186453
2014,19 Jun 2014 - 13:00 ,Group C,Estadio Nacional,Brasilia ,Colombia,2,1,C�te d'Ivoire,WEBB Howard (ENG),MULLARKEY Michael (ENG),Darren CANN (ENG),300186468
2014,19 Jun 2014 - 16:00 ,Group D,Arena de Sao Paulo,Sao Paulo ,Uruguay,2,1,England,Carlos VELASCO CARBALLO (ESP),ALONSO FERNANDEZ Roberto (ESP),YUSTE Juan (ESP),300186486
2014,19 Jun 2014 - 19:00 ,Group C,Estadio das Dunas,Natal ,Japan,0,0,Greece,AGUILAR Joel (SLV),TORRES William (SLV),ZUMBA Juan (SLV),300186454
2014,20 Jun 2014 - 13:00 ,Group D,Arena Pernambuco,Recife ,Italy,0,1,Costa Rica,OSSES Enrique (CHI),ASTROZA Carlos (CHI),ROMAN Sergio (CHI),300186500
2014,20 Jun 2014 - 16:00 ,Group E,Arena Fonte Nova,Salvador ,Switzerland,2,5,France,Bj�rn KUIPERS (NED),Sander VAN ROEKEL (NED),Erwin ZEINSTRA (NED),300186514
2014,20 Jun 2014 - 19:00 ,Group E,Arena da Baixada,Curitiba ,Honduras,1,2,Ecuador,Ben WILLIAMS (AUS),CREAM Matthew (AUS),ANAZ Hakan (AUS),300186463
2014,21 Jun 2014 - 13:00 ,Group F,Estadio Mineirao,Belo Horizonte ,Argentina,1,0,IR Iran,MAZIC Milorad (SRB),RISTIC Milovan (SRB),DJURDJEVIC Dalibor (SRB),300186466
2014,21 Jun 2014 - 16:00 ,Group G,Estadio Castelao,Fortaleza ,Germany,2,2,Ghana,RICCI Sandro (BRA),DE CARVALHO Emerson (BRA),VAN GASSE Marcelo (BRA),300186493
2014,21 Jun 2014 - 18:00 ,Group F,Arena Pantanal,Cuiaba ,Nigeria,1,0,"rn"">Bosnia and Herzegovina",Peter O'LEARY (NZL),HINTZ Jan Hendrik (NZL),RULE Mark (NZL),300186511
2014,22 Jun 2014 - 13:00 ,Group H,Estadio do Maracana,Rio De Janeiro ,Belgium,1,0,Russia,BRYCH Felix (GER),BORSCH Mark (GER),LUPP Stefan (GER),300186481
2014,22 Jun 2014 - 16:00 ,Group H,Estadio Beira-Rio,Porto Alegre ,Korea Republic,2,4,Algeria,ROLDAN Wilmar (COL),DIAZ Eduardo (COL),LESCANO Christian (ECU),300186495
2014,22 Jun 2014 - 18:00 ,Group G,Arena Amazonia,Manaus ,USA,2,2,Portugal,PITANA Nestor (ARG),MAIDANA Hernan (ARG),BELATTI Juan Pablo (ARG),300186483
2014,23 Jun 2014 - 13:00 ,Group B,Arena da Baixada,Curitiba ,Australia,0,3,Spain,SHUKRALLA Nawaf (BHR),TULEFAT Yaser (BHR),SALEH Ebrahim (BHR),300186467
2014,23 Jun 2014 - 13:00 ,Group B,Arena de Sao Paulo,Sao Paulo ,Netherlands,2,0,Chile,Bakary GASSAMA (GAM),MENKOUANDE Evarist (CMR),KABANDA Felicien (RWA),300186470
2014,23 Jun 2014 - 17:00 ,Group A,Estadio Nacional,Brasilia ,Cameroon,1,4,Brazil,ERIKSSON Jonas (SWE),KLASENIUS Mathias (SWE),WARNMARK Daniel (SWE),300186472
2014,23 Jun 2014 - 17:00 ,Group A,Arena Pernambuco,Recife ,Croatia,1,3,Mexico,Ravshan IRMATOV (UZB),RASULOV Abduxamidullo (UZB),KOCHKAROV Bakhadyr (KGZ),300186452
2014,24 Jun 2014 - 13:00 ,Group D,Estadio das Dunas,Natal ,Italy,0,1,Uruguay,RODRIGUEZ Marco (MEX),TORRENTERA Marvin (MEX),QUINTERO Marcos (MEX),300186465
2014,24 Jun 2014 - 13:00 ,Group D,Estadio Mineirao,Belo Horizonte ,Costa Rica,0,0,England,HAIMOUDI Djamel (ALG),ACHIK Redouane (MAR),ETCHIALI Abdelhak (ALG),300186484
2014,24 Jun 2014 - 16:00 ,Group C,Arena Pantanal,Cuiaba ,Japan,1,4,Colombia,PROENCA Pedro (POR),MIRANDA Bertino (POR),TRIGO Jose (POR),300186457
2014,24 Jun 2014 - 17:00 ,Group C,Estadio Castelao,Fortaleza ,Greece,2,1,C�te d'Ivoire,VERA Carlos (ECU),LESCANO Christian (ECU),ROMERO Byron (ECU),300186455
2014,25 Jun 2014 - 13:00 ,Group F,Estadio Beira-Rio,Porto Alegre ,Nigeria,2,3,Argentina,Nicola RIZZOLI (ITA),Renato FAVERANI (ITA),Andrea STEFANI (ITA),300186458
2014,25 Jun 2014 - 13:00 ,Group F,Arena Fonte Nova,Salvador ,"rn"">Bosnia and Herzegovina",3,1,IR Iran,Carlos VELASCO CARBALLO (ESP),ALONSO FERNANDEZ Roberto (ESP),YUSTE Juan (ESP),300186464
2014,25 Jun 2014 - 16:00 ,Group E,Arena Amazonia,Manaus ,Honduras,0,3,Switzerland,PITANA Nestor (ARG),MAIDANA Hernan (ARG),BELATTI Juan Pablo (ARG),300186482
2014,25 Jun 2014 - 17:00 ,Group E,Estadio do Maracana,Rio De Janeiro ,Ecuador,0,0,France,Noumandiez DOUE (CIV),YEO Songuifolo (CIV),BIRUMUSHAHU Jean Claude (BDI),300186515
2014,26 Jun 2014 - 13:00 ,Group G,Arena Pernambuco,Recife ,USA,0,1,Germany,Ravshan IRMATOV (UZB),RASULOV Abduxamidullo (UZB),KOCHKAROV Bakhadyr (KGZ),300186469
2014,26 Jun 2014 - 13:00 ,Group G,Estadio Nacional,Brasilia ,Portugal,2,1,Ghana,SHUKRALLA Nawaf (BHR),TULEFAT Yaser (BHR),SALEH Ebrahim (BHR),300186476
2014,26 Jun 2014 - 17:00 ,Group H,Arena de Sao Paulo,Sao Paulo ,Korea Republic,0,1,Belgium,Ben WILLIAMS (AUS),CREAM Matthew (AUS),ANAZ Hakan (AUS),300186480
2014,26 Jun 2014 - 17:00 ,Group H,Arena da Baixada,Curitiba ,Algeria,1,1,Russia,C�neyt �AKIR (TUR),DURAN Bahattin (TUR),ONGUN Tarik (TUR),300186506
2014,29 Jun 2014 - 13:00 ,Round of 16,Estadio Castelao,Fortaleza ,Netherlands,2,1,Mexico,PROENCA Pedro (POR),MIRANDA Bertino (POR),TRIGO Jose (POR),300186508
2014,29 Jun 2014 - 17:00 ,Round of 16,Arena Pernambuco,Recife ,Costa Rica,1,1,Greece,Ben WILLIAMS (AUS),CREAM Matthew (AUS),ANAZ Hakan (AUS),300186459
2014,01 Jul 2014 - 13:00 ,Round of 16,Arena de Sao Paulo,Sao Paulo ,Argentina,1,0,Switzerland,ERIKSSON Jonas (SWE),KLASENIUS Mathias (SWE),WARNMARK Daniel (SWE),300186503
2014,01 Jul 2014 - 17:00 ,Round of 16,Arena Fonte Nova,Salvador ,Belgium,2,1,USA,HAIMOUDI Djamel (ALG),ACHIK Redouane (MAR),ETCHIALI Abdelhak (ALG),300186497
2014,28 Jun 2014 - 13:00 ,Round of 16,Estadio Mineirao,Belo Horizonte ,Brazil,1,1,Chile,WEBB Howard (ENG),MULLARKEY Michael (ENG),Darren CANN (ENG),300186487
2014,28 Jun 2014 - 17:00 ,Round of 16,Estadio do Maracana,Rio De Janeiro ,Colombia,2,0,Uruguay,Bj�rn KUIPERS (NED),Sander VAN ROEKEL (NED),Erwin ZEINSTRA (NED),300186491
2014,30 Jun 2014 - 13:00 ,Round of 16,Estadio Nacional,Brasilia ,France,2,0,Nigeria,GEIGER Mark (USA),HURD Sean (USA),FLETCHER Joe (CAN),300186462
2014,30 Jun 2014 - 17:00 ,Round of 16,Estadio Beira-Rio,Porto Alegre ,Germany,2,1,Algeria,RICCI Sandro (BRA),DE CARVALHO Emerson (BRA),VAN GASSE Marcelo (BRA),300186460
2014,04 Jul 2014 - 13:00 ,Quarter-finals,Estadio do Maracana,Rio De Janeiro ,France,0,1,Germany,PITANA Nestor (ARG),MAIDANA Hernan (ARG),BELATTI Juan Pablo (ARG),300186485
2014,04 Jul 2014 - 17:00 ,Quarter-finals,Estadio Castelao,Fortaleza ,Brazil,2,1,Colombia,Carlos VELASCO CARBALLO (ESP),ALONSO FERNANDEZ Roberto (ESP),YUSTE Juan (ESP),300186461
2014,05 Jul 2014 - 13:00 ,Quarter-finals,Estadio Nacional,Brasilia ,Argentina,1,0,Belgium,Nicola RIZZOLI (ITA),Renato FAVERANI (ITA),Andrea STEFANI (ITA),300186504
2014,05 Jul 2014 - 17:00 ,Quarter-finals,Arena Fonte Nova,Salvador ,Netherlands,0,0,Costa Rica,Ravshan IRMATOV (UZB),RASULOV Abduxamidullo (UZB),KOCHKAROV Bakhadyr (KGZ),300186488
2014,08 Jul 2014 - 17:00 ,Semi-finals,Estadio Mineirao,Belo Horizonte ,Brazil,1,7,Germany,RODRIGUEZ Marco (MEX),TORRENTERA Marvin (MEX),QUINTERO Marcos (MEX),300186474
2014,09 Jul 2014 - 17:00 ,Semi-finals,Arena de Sao Paulo,Sao Paulo ,Netherlands,0,0,Argentina,C�neyt �AKIR (TUR),DURAN Bahattin (TUR),ONGUN Tarik (TUR),300186490
2014,12 Jul 2014 - 17:00 ,Play-off for third place,Estadio Nacional,Brasilia ,Brazil,0,3,Netherlands,HAIMOUDI Djamel (ALG),ACHIK Redouane (MAR),ETCHIALI Abdelhak (ALG),300186502
2014,13 Jul 2014 - 16:00 ,Final,Estadio do Maracana,Rio De Janeiro ,Germany,1,0,Argentina,Nicola RIZZOLI (ITA),Renato FAVERANI (ITA),Andrea STEFANI (ITA),300186501
2018,14 Jun 2018 - 18:00,Group A,"Luzhniki Stadium,",Moscow,Russia,5,0,Saudi Arabia,PITANA Nestor (ARG),MAIDANA Hernan (ARG),BELATTI Juan Pablo (ARG),300331503
2018,15 Jun 2018 - 17:00,Group A,"Ekaterinburg Arena,",Ekaterinburg,Egypt,0,1,Uruguay,KUIPERS Bjorn (NED),VAN ROEKEL Sander (NED),ZEINSTRA Erwin (NED),300353632
2018,15 Jun 2018 - 18:00,Group B,"Saint Petersburg Stadium,",St. Petersburg,Morocco,0,1,IR Iran,CAKIR Cuneyt (TUR),DURAN Bahattin (TUR),ONGUN Tarik (TUR),300331526
2018,15 Jun 2018 - 21:00,Group B,"Fisht Stadium,",Sochi,Portugal,3,3,Spain,ROCCHI Gianluca (ITA),DI LIBERATORE Elenito (ITA),TONOLINI Mauro (ITA),300331524
2018,16 Jun 2018 - 13:00,Group C,"Kazan Arena,",Kazan,France,2,1,Australia,CUNHA Andres (URU),TARAN Nicolas (URU),ESPINOSA Mauricio (URU),300331533
2018,16 Jun 2018 - 16:00,Group D,"Spartak Stadium,",Moscow,Argentina,1,1,Iceland,MARCINIAK Szymon (POL),SOKOLNICKI Pawel (POL),LISTKIEWICZ Tomasz (POL),300331515
2018,16 Jun 2018 - 19:00,Group C,"Mordovia Arena,",Saransk,Peru,0,1,Denmark,GASSAMA Bakary (GAM),BIRUMUSHAHU Jean Claude (BDI),ETCHIALI Abdelhak (ALG),300331528
2018,16 Jun 2018 - 21:00,Group D,"Kaliningrad Stadium,",Kaliningrad,Croatia,2,0,Nigeria,RICCI Sandro (BRA),DE CARVALHO Emerson (BRA),VAN GASSE Marcelo (BRA),300331523
2018,17 Jun 2018 - 16:00,Group E,"Samara Arena,",Samara,Costa Rica,0,1,Serbia,DIEDHIOU Malang (SEN),CAMARA Djibril (SEN),SAMBA El Hadji (SEN),300331529
2018,17 Jun 2018 - 18:00,Group F,"Luzhniki Stadium,",Moscow,Germany,0,1,Mexico,FAGHANI Alireza (IRN),SOKHANDAN Reza (IRN),MANSOURI Mohammadreza (IRN),300331502
2018,17 Jun 2018 - 21:00,Group E,"Rostov Arena,",Rostov-On-Don,Brazil,1,1,Switzerland,RAMOS Cesar (MEX),TORRENTERA Marvin (MEX),HERNANDEZ Miguel (MEX),300331525
2018,18 Jun 2018 - 15:00,Group F,"Nizhny Novgorod Stadium,",Nizhny Novgorod,Sweden,1,0,Korea Republic,AGUILAR Joel (SLV),ZUMBA Juan (SLV),MORA Juan Carlos (CRC),300331499
2018,18 Jun 2018 - 18:00,Group G,"Fisht Stadium,",Sochi,Belgium,3,0,Panama,SIKAZWE Janny (ZAM),DOS SANTOS Jerson (ANG),SIWELA Zakhele (RSA),300331539
2018,18 Jun 2018 - 21:00,Group G,"Volgograd Arena,",Volgograd,Tunisia,1,2,England,ROLDAN Wilmar (COL),GUZMAN Alexander (COL),DE LA CRUZ Cristian (COL),300331554
2018,19 Jun 2018 - 15:00,Group H,"Mordovia Arena,",Saransk,Colombia,1,2,Japan,SKOMINA Damir (SVN),PRAPROTNIK Jure (SVN),VUKAN Robert (SVN),300331550
2018,19 Jun 2018 - 18:00,Group H,"Spartak Stadium,",Moscow,Poland,1,2,Senegal,SHUKRALLA Nawaf (BHR),TULEFAT Yaser (BHR),AL MARRI Taleb (QAT),300331545
2018,19 Jun 2018 - 21:00,Group A,"Saint Petersburg Stadium,",St. Petersburg,Russia,3,1,Egypt,CACERES Enrique (PAR),CARDOZO Eduardo (PAR),ZORRILLA Juan (PAR),300331495
2018,20 Jun 2018 - 15:00,Group B,"Luzhniki Stadium,",Moscow,Portugal,1,0,Morocco,GEIGER Mark (USA),FLETCHER Joe (CAN),ANDERSON Frank (USA),300331511
2018,20 Jun 2018 - 18:00,Group A,"Rostov Arena,",Rostov-On-Don,Uruguay,1,0,Saudi Arabia,TURPIN Clement (FRA),DANOS Nicolas (FRA),GRINGORE Cyril (FRA),300331530
2018,20 Jun 2018 - 21:00,Group B,"Kazan Arena,",Kazan,IR Iran,0,1,Spain,CUNHA Andres (URU),TARAN Nicolas (URU),ESPINOSA Mauricio (URU),300331496
2018,21 Jun 2018 - 16:00,Group C,"Samara Arena,",Samara,Denmark,1,1,Australia,MATEU Antonio (ESP),CEBRIAN Pau (ESP),DIAZ Roberto (ESP),300331518
2018,21 Jun 2018 - 20:00,Group C,"Ekaterinburg Arena,",Ekaterinburg,France,1,0,Peru,MOHAMMED Mohammed Abdulla (UAE),ALHAMMADI Mohamed (UAE),ALMAHRI Hasan (UAE),300331527
2018,21 Jun 2018 - 21:00,Group D,"Nizhny Novgorod Stadium,",Nizhny Novgorod,Argentina,0,3,Croatia,IRMATOV Ravshan (UZB),RASULOV Abdukhamidullo (UZB),SAIDOV Jakhongir (UZB),300331513
2018,22 Jun 2018 - 15:00,Group E,"Saint Petersburg Stadium,",St. Petersburg,Brazil,2,0,Costa Rica,KUIPERS Bjorn (NED),VAN ROEKEL Sander (NED),ZEINSTRA Erwin (NED),300331540
2018,22 Jun 2018 - 18:00,Group D,"Volgograd Arena,",Volgograd,Nigeria,2,0,Iceland,CONGER Matt (NZL),LOUNT Simon (NZL),MAKASINI Tevita (TGA),300331497
2018,22 Jun 2018 - 20:00,Group E,"Kaliningrad Stadium,",Kaliningrad,Serbia,1,2,Switzerland,BRYCH Felix (GER),BORSCH Mark (GER),LUPP Stefan (GER),300340183
2018,23 Jun 2018 - 15:00,Group G,"Spartak Stadium,",Moscow,Belgium,5,2,Tunisia,MARRUFO Jair (USA),ROCKWELL Corey (USA),ZUMBA Juan (SLV),300331547
2018,23 Jun 2018 - 18:00,Group F,"Rostov Arena,",Rostov-On-Don,Korea Republic,1,2,Mexico,MAZIC Milorad (SRB),RISTIC Milovan (SRB),DJURDJEVIC Dalibor (SRB),300331549
2018,23 Jun 2018 - 21:00,Group F,"Fisht Stadium,",Sochi,Germany,2,1,Sweden,MARCINIAK Szymon (POL),SOKOLNICKI Pawel (POL),LISTKIEWICZ Tomasz (POL),300331501
2018,24 Jun 2018 - 15:00,Group G,"Nizhny Novgorod Stadium,",Nizhny Novgorod,England,6,1,Panama,GRISHA Ghead (EGY),ACHIK Redouane (MAR),AHMED Waleed (SDN),300331546
2018,24 Jun 2018 - 20:00,Group H,"Ekaterinburg Arena,",Ekaterinburg,Japan,2,2,Senegal,ROCCHI Gianluca (ITA),DI LIBERATORE Elenito (ITA),TONOLINI Mauro (ITA),300331505
2018,24 Jun 2018 - 21:00,Group H,"Kazan Arena,",Kazan,Poland,0,3,Colombia,RAMOS Cesar (MEX),TORRENTERA Marvin (MEX),HERNANDEZ Miguel (MEX),300331508
2018,25 Jun 2018 - 18:00,Group A,"Samara Arena,",Samara,Uruguay,3,0,Russia,DIEDHIOU Malang (SEN),CAMARA Djibril (SEN),SAMBA El Hadji (SEN),300331516
2018,25 Jun 2018 - 17:00,Group A,"Volgograd Arena,",Volgograd,Saudi Arabia,2,1,Egypt,ROLDAN Wilmar (COL),GUZMAN Alexander (COL),DE LA CRUZ Cristian (COL),300331509
2018,25 Jun 2018 - 20:00,Group B,"Kaliningrad Stadium,",Kaliningrad,Spain,2,2,Morocco,IRMATOV Ravshan (UZB),RASULOV Abdukhamidullo (UZB),SAIDOV Jakhongir (UZB),300340184
2018,25 Jun 2018 - 21:00,Group B,"Mordovia Arena,",Saransk,IR Iran,1,1,Portugal,CACERES Enrique (PAR),CARDOZO Eduardo (PAR),ZORRILLA Juan (PAR),300331500
2018,26 Jun 2018 - 17:00,Group C,"Fisht Stadium,",Sochi,Australia,0,2,Peru,KARASEV Sergei (RUS),AVERIANOV Anton (RUS),KALUGIN Tikhon (RUS),300331506
2018,26 Jun 2018 - 17:00,Group C,"Luzhniki Stadium,",Moscow,Denmark,0,0,France,RICCI Sandro (BRA),DE CARVALHO Emerson (BRA),VAN GASSE Marcelo (BRA),300331512
2018,26 Jun 2018 - 21:00,Group D,"Saint Petersburg Stadium,",St. Petersburg,Nigeria,1,2,Argentina,CAKIR Cuneyt (TUR),DURAN Bahattin (TUR),ONGUN Tarik (TUR),300331519
2018,26 Jun 2018 - 21:00,Group D,"Rostov Arena,",Rostov-On-Don,Iceland,1,2,Croatia,MATEU Antonio (ESP),CEBRIAN Pau (ESP),DIAZ Roberto (ESP),300331510
2018,27 Jun 2018 - 17:00,Group F,"Kazan Arena,",Kazan,Korea Republic,2,0,Germany,GEIGER Mark (USA),FLETCHER Joe (CAN),ANDERSON Frank (USA),300331532
2018,27 Jun 2018 - 19:00,Group F,"Ekaterinburg Arena,",Ekaterinburg,Mexico,0,3,Sweden,PITANA Nestor (ARG),MAIDANA Hernan (ARG),BELATTI Juan Pablo (ARG),300331548
2018,27 Jun 2018 - 21:00,Group E,"Spartak Stadium,",Moscow,Serbia,0,2,Brazil,FAGHANI Alireza (IRN),SOKHANDAN Reza (IRN),MANSOURI Mohammadreza (IRN),300331521
2018,27 Jun 2018 - 21:00,Group E,"Nizhny Novgorod Stadium,",Nizhny Novgorod,Switzerland,2,2,Costa Rica,TURPIN Clement (FRA),DANOS Nicolas (FRA),GRINGORE Cyril (FRA),300331534
2018,28 Jun 2018 - 17:00,Group H,"Volgograd Arena,",Volgograd,Japan,0,1,Poland,SIKAZWE Janny (ZAM),DOS SANTOS Jerson (ANG),SIWELA Zakhele (RSA),300331507
2018,28 Jun 2018 - 18:00,Group H,"Samara Arena,",Samara,Senegal,0,1,Colombia,MAZIC Milorad (SRB),RISTIC Milovan (SRB),DJURDJEVIC Dalibor (SRB),300331553
2018,28 Jun 2018 - 21:00,Group G,"Mordovia Arena,",Saransk,Panama,1,2,Tunisia,SHUKRALLA Nawaf (BHR),TULEFAT Yaser (BHR),AL MARRI Taleb (QAT),300331520
2018,28 Jun 2018 - 20:00,Group G,"Kaliningrad Stadium,",Kaliningrad,England,0,1,Belgium,SKOMINA Damir (SVN),PRAPROTNIK Jure (SVN),VUKAN Robert (SVN),300340182
2018,30 Jun 2018 - 17:00,Round of 16,"Kazan Arena,",Kazan,France,4,3,Argentina,FAGHANI Alireza (IRN),SOKHANDAN Reza (IRN),MANSOURI Mohammadreza (IRN),300331537
2018,30 Jun 2018 - 21:00,Round of 16,"Fisht Stadium,",Sochi,Uruguay,2,1,Portugal,RAMOS Cesar (MEX),TORRENTERA Marvin (MEX),HERNANDEZ Miguel (MEX),300331544
2018,01 Jul 2018 - 17:00,Round of 16,"Luzhniki Stadium,",Moscow,Spain,1,1,Russia,KUIPERS Bjorn (NED),VAN ROEKEL Sander (NED),ZEINSTRA Erwin (NED),300331517
2018,01 Jul 2018 - 21:00,Round of 16,"Nizhny Novgorod Stadium,",Nizhny Novgorod,Croatia,1,1,Denmark,PITANA Nestor (ARG),MAIDANA Hernan (ARG),BELATTI Juan Pablo (ARG),300331498
2018,02 Jul 2018 - 18:00,Round of 16,"Samara Arena,",Samara,Brazil,2,0,Mexico,ROCCHI Gianluca (ITA),DI LIBERATORE Elenito (ITA),TONOLINI Mauro (ITA),300331535
2018,02 Jul 2018 - 21:00,Round of 16,"Rostov Arena,",Rostov-On-Don,Belgium,3,2,Japan,DIEDHIOU Malang (SEN),CAMARA Djibril (SEN),SAMBA El Hadji (SEN),300331551
2018,03 Jul 2018 - 17:00,Round of 16,"Saint Petersburg Stadium,",St. Petersburg,Sweden,1,0,Switzerland,SKOMINA Damir (SVN),PRAPROTNIK Jure (SVN),VUKAN Robert (SVN),300331514
2018,03 Jul 2018 - 21:00,Round of 16,"Spartak Stadium,",Moscow,Colombia,1,1,England,GEIGER Mark (USA),FLETCHER Joe (CAN),ANDERSON Frank (USA),300331542
2018,06 Jul 2018 - 17:00,Quarter-finals,"Nizhny Novgorod Stadium,",Nizhny Novgorod,Uruguay,0,2,France,PITANA Nestor (ARG),MAIDANA Hernan (ARG),BELATTI Juan Pablo (ARG),300331543
2018,06 Jul 2018 - 21:00,Quarter-finals,"Kazan Arena,",Kazan,Brazil,1,2,Belgium,MAZIC Milorad (SRB),RISTIC Milovan (SRB),DJURDJEVIC Dalibor (SRB),300331538
2018,07 Jul 2018 - 18:00,Quarter-finals,"Samara Arena,",Samara,Sweden,0,2,England,KUIPERS Bjorn (NED),VAN ROEKEL Sander (NED),ZEINSTRA Erwin (NED),300331541
2018,07 Jul 2018 - 21:00,Quarter-finals,"Fisht Stadium,",Sochi,Russia,2,2,Croatia,RICCI Sandro (BRA),DE CARVALHO Emerson (BRA),VAN GASSE Marcelo (BRA),300331504
2018,10 Jul 2018 - 21:00,Semi-finals,"Saint Petersburg Stadium,",St. Petersburg,France,1,0,Belgium,CUNHA Andres (URU),TARAN Nicolas (URU),ESPINOSA Mauricio (URU),300331531
2018,11 Jul 2018 - 21:00,Semi-finals,"Luzhniki Stadium,",Moscow,Croatia,2,1,England,CAKIR Cuneyt (TUR),DURAN Bahattin (TUR),ONGUN Tarik (TUR),300331522
2018,14 Jul 2018 - 17:00,Play-off for third place,"Saint Petersburg Stadium,",St. Petersburg,Belgium,2,0,England,FAGHANI Alireza (IRN),SOKHANDAN Reza (IRN),MANSOURI Mohammadreza (IRN),300331536
2018,15 Jul 2018 - 18:00,Final,"Luzhniki Stadium,",Moscow,France,4,2,Croatia,PITANA Nestor (ARG),MAIDANA Hernan (ARG),BELATTI Juan Pablo (ARG),300331552
